UF,ID_MN_RESI,SEMANA,2022,NU_ANO,SEM_PRI,DATA,MUNICIPIO,REGSAUDE
AC,120001,1,6.554798112218144,2022,202201,2022-01-02,Acrelândia,Baixo Acre e Purus
AC,120001,5,13.109596224436288,2022,202205,2022-01-30,Acrelândia,Baixo Acre e Purus
AC,120001,6,13.109596224436288,2022,202206,2022-02-06,Acrelândia,Baixo Acre e Purus
AC,120005,1,188.7555615477956,2022,202201,2022-01-02,Assis Brasil,Alto Acre
AC,120005,2,94.3777807738978,2022,202202,2022-01-09,Assis Brasil,Alto Acre
AC,120005,3,94.3777807738978,2022,202203,2022-01-16,Assis Brasil,Alto Acre
AC,120005,4,80.89524066334097,2022,202204,2022-01-23,Assis Brasil,Alto Acre
AC,120005,5,53.93016044222731,2022,202205,2022-01-30,Assis Brasil,Alto Acre
AC,120005,6,40.447620331670485,2022,202206,2022-02-06,Assis Brasil,Alto Acre
AC,120005,7,94.3777807738978,2022,202207,2022-02-13,Assis Brasil,Alto Acre
AC,120005,8,121.34286099501146,2022,202208,2022-02-20,Assis Brasil,Alto Acre
AC,120005,9,94.3777807738978,2022,202209,2022-02-27,Assis Brasil,Alto Acre
AC,120005,10,148.3079412161251,2022,202210,2022-03-06,Assis Brasil,Alto Acre
AC,120005,11,80.89524066334097,2022,202211,2022-03-13,Assis Brasil,Alto Acre
AC,120005,12,215.72064176890925,2022,202212,2022-03-20,Assis Brasil,Alto Acre
AC,120005,13,13.482540110556828,2022,202213,2022-03-27,Assis Brasil,Alto Acre
AC,120005,14,26.965080221113656,2022,202214,2022-04-03,Assis Brasil,Alto Acre
AC,120005,15,67.41270055278414,2022,202215,2022-04-10,Assis Brasil,Alto Acre
AC,120005,16,13.482540110556828,2022,202216,2022-04-17,Assis Brasil,Alto Acre
AC,120010,2,0.0,2022,202202,2022-01-09,Brasiléia,Alto Acre
AC,120010,3,11.416393941700282,2022,202203,2022-01-16,Brasiléia,Alto Acre
AC,120010,4,7.610929294466855,2022,202204,2022-01-23,Brasiléia,Alto Acre
AC,120010,5,0.0,2022,202205,2022-01-30,Brasiléia,Alto Acre
AC,120010,6,11.416393941700282,2022,202206,2022-02-06,Brasiléia,Alto Acre
AC,120010,7,0.0,2022,202207,2022-02-13,Brasiléia,Alto Acre
AC,120010,8,0.0,2022,202208,2022-02-20,Brasiléia,Alto Acre
AC,120010,9,7.610929294466855,2022,202209,2022-02-27,Brasiléia,Alto Acre
AC,120010,10,0.0,2022,202210,2022-03-06,Brasiléia,Alto Acre
AC,120010,11,3.805464647233428,2022,202211,2022-03-13,Brasiléia,Alto Acre
AC,120010,12,3.805464647233428,2022,202212,2022-03-20,Brasiléia,Alto Acre
AC,120010,15,3.805464647233428,2022,202215,2022-04-10,Brasiléia,Alto Acre
AC,120010,16,3.805464647233428,2022,202216,2022-04-17,Brasiléia,Alto Acre
AC,120013,2,9.74089226573154,2022,202202,2022-01-09,Bujari,Baixo Acre e Purus
AC,120013,3,0.0,2022,202203,2022-01-16,Bujari,Baixo Acre e Purus
AC,120013,7,0.0,2022,202207,2022-02-13,Bujari,Baixo Acre e Purus
AC,120013,8,0.0,2022,202208,2022-02-20,Bujari,Baixo Acre e Purus
AC,120013,9,9.74089226573154,2022,202209,2022-02-27,Bujari,Baixo Acre e Purus
AC,120017,4,8.522969402539845,2022,202204,2022-01-23,Capixaba,Baixo Acre e Purus
AC,120017,7,8.522969402539845,2022,202207,2022-02-13,Capixaba,Baixo Acre e Purus
AC,120017,10,17.04593880507969,2022,202210,2022-03-06,Capixaba,Baixo Acre e Purus
AC,120017,11,8.522969402539845,2022,202211,2022-03-13,Capixaba,Baixo Acre e Purus
AC,120017,12,8.522969402539845,2022,202212,2022-03-20,Capixaba,Baixo Acre e Purus
AC,120020,1,47.52421471892821,2022,202201,2022-01-02,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,2,67.89173531275459,2022,202202,2022-01-09,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,3,127.86276817235448,2022,202203,2022-01-16,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,4,88.25925590658096,2022,202204,2022-01-23,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,5,37.34045442201503,2022,202205,2022-01-30,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,6,61.10256178147914,2022,202206,2022-02-06,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,7,88.25925590658096,2022,202207,2022-02-13,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,8,65.62867746899612,2022,202208,2022-02-20,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,9,49.787272562686695,2022,202209,2022-02-27,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,10,91.6538426722187,2022,202210,2022-03-06,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,11,57.70797501584141,2022,202211,2022-03-13,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,12,49.787272562686695,2022,202212,2022-03-20,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,13,37.34045442201503,2022,202213,2022-03-27,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,14,46.39268579704897,2022,202214,2022-04-03,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,15,32.81433873449806,2022,202215,2022-04-10,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,16,28.28822304698108,2022,202216,2022-04-17,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,17,19.235991671947136,2022,202217,2022-04-24,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120025,1,5.431535495084461,2022,202201,2022-01-02,Epitaciolândia,Alto Acre
AC,120025,2,5.431535495084461,2022,202202,2022-01-09,Epitaciolândia,Alto Acre
AC,120025,3,5.431535495084461,2022,202203,2022-01-16,Epitaciolândia,Alto Acre
AC,120025,5,10.863070990168922,2022,202205,2022-01-30,Epitaciolândia,Alto Acre
AC,120025,6,0.0,2022,202206,2022-02-06,Epitaciolândia,Alto Acre
AC,120025,7,10.863070990168922,2022,202207,2022-02-13,Epitaciolândia,Alto Acre
AC,120025,8,5.431535495084461,2022,202208,2022-02-20,Epitaciolândia,Alto Acre
AC,120025,10,5.431535495084461,2022,202210,2022-03-06,Epitaciolândia,Alto Acre
AC,120025,12,5.431535495084461,2022,202212,2022-03-20,Epitaciolândia,Alto Acre
AC,120025,13,5.431535495084461,2022,202213,2022-03-27,Epitaciolândia,Alto Acre
AC,120025,14,5.431535495084461,2022,202214,2022-04-03,Epitaciolândia,Alto Acre
AC,120025,15,5.431535495084461,2022,202215,2022-04-10,Epitaciolândia,Alto Acre
AC,120025,16,16.294606485253382,2022,202216,2022-04-17,Epitaciolândia,Alto Acre
AC,120030,1,71.8803910293272,2022,202201,2022-01-02,Feijó,Juruá e Tarauacá/Envira
AC,120030,2,92.0069005175388,2022,202202,2022-01-09,Feijó,Juruá e Tarauacá/Envira
AC,120030,3,83.38125359401955,2022,202203,2022-01-16,Feijó,Juruá e Tarauacá/Envira
AC,120030,4,80.50603795284647,2022,202204,2022-01-23,Feijó,Juruá e Tarauacá/Envira
AC,120030,5,69.00517538815411,2022,202205,2022-01-30,Feijó,Juruá e Tarauacá/Envira
AC,120030,6,100.6325474410581,2022,202206,2022-02-06,Feijó,Juruá e Tarauacá/Envira
AC,120030,7,57.50431282346176,2022,202207,2022-02-13,Feijó,Juruá e Tarauacá/Envira
AC,120030,8,69.00517538815411,2022,202208,2022-02-20,Feijó,Juruá e Tarauacá/Envira
AC,120030,9,51.75388154111558,2022,202209,2022-02-27,Feijó,Juruá e Tarauacá/Envira
AC,120030,10,43.12823461759632,2022,202210,2022-03-06,Feijó,Juruá e Tarauacá/Envira
AC,120030,11,28.75215641173088,2022,202211,2022-03-13,Feijó,Juruá e Tarauacá/Envira
AC,120030,12,17.25129384703853,2022,202212,2022-03-20,Feijó,Juruá e Tarauacá/Envira
AC,120030,16,0.0,2022,202216,2022-04-17,Feijó,Juruá e Tarauacá/Envira
AC,120033,1,0.0,2022,202201,2022-01-02,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,2,15.808610423143806,2022,202202,2022-01-09,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,3,5.269536807714602,2022,202203,2022-01-16,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,4,15.808610423143806,2022,202204,2022-01-23,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,5,0.0,2022,202205,2022-01-30,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,6,0.0,2022,202206,2022-02-06,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,7,84.31258892343364,2022,202207,2022-02-13,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,8,47.42583126943141,2022,202208,2022-02-20,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,9,10.539073615429205,2022,202209,2022-02-27,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,10,47.42583126943141,2022,202210,2022-03-06,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,11,47.42583126943141,2022,202211,2022-03-13,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,12,42.15629446171682,2022,202212,2022-03-20,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,13,21.07814723085841,2022,202213,2022-03-27,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,14,21.07814723085841,2022,202214,2022-04-03,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,15,15.808610423143806,2022,202215,2022-04-10,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,16,0.0,2022,202216,2022-04-17,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,17,15.808610423143806,2022,202217,2022-04-24,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120034,2,21.14388413151496,2022,202202,2022-01-09,Manoel Urbano,Baixo Acre e Purus
AC,120034,3,10.57194206575748,2022,202203,2022-01-16,Manoel Urbano,Baixo Acre e Purus
AC,120034,5,10.57194206575748,2022,202205,2022-01-30,Manoel Urbano,Baixo Acre e Purus
